,Date,Total
2413,09/26/2016,354
2414,09/27/2016,349
2415,09/28/2016,277
2416,09/29/2016,309
2417,09/30/2016,256
2418,10/01/2016,51
2419,10/03/2016,398
2420,10/04/2016,327
2421,10/05/2016,240
2422,10/06/2016,269
2423,10/07/2016,310
2424,10/08/2016,37
2425,10/10/2016,363
2426,10/11/2016,344
2427,10/12/2016,280
2428,10/13/2016,282
2429,10/14/2016,306
2430,10/15/2016,52
2431,10/16/2016,1
2432,10/17/2016,352
2433,10/18/2016,285
2434,10/19/2016,277
2435,10/20/2016,247
2436,10/21/2016,244
2437,10/22/2016,49
2438,10/23/2016,4
2439,10/24/2016,404
2440,10/25/2016,298
2441,10/26/2016,234
2442,10/27/2016,265
2443,10/28/2016,244
2444,10/29/2016,62
2445,10/31/2016,348
2446,11/01/2016,330
2447,11/02/2016,318
2448,11/03/2016,276
2449,11/04/2016,313
2450,11/05/2016,49
2451,11/07/2016,373
2452,11/08/2016,291
2453,11/09/2016,290
2454,11/10/2016,311
2455,11/11/2016,304
2456,11/12/2016,46
2457,11/14/2016,414
2458,11/15/2016,342
2459,11/16/2016,319
2460,11/17/2016,259
2461,11/18/2016,296
2462,11/19/2016,34
2463,11/21/2016,376
2464,11/22/2016,319
2465,11/23/2016,296
2466,11/25/2016,218
2467,11/26/2016,33
2468,11/28/2016,393
2469,11/29/2016,327
2470,11/30/2016,309
2471,12/01/2016,333
2472,12/02/2016,321
2473,12/03/2016,43
2474,12/05/2016,407
2475,12/06/2016,307
2476,12/07/2016,289
2477,12/08/2016,307
2478,12/09/2016,349
2479,12/10/2016,33
2480,12/12/2016,381
2481,12/13/2016,293
2482,12/14/2016,307
2483,12/15/2016,325
2484,12/16/2016,277
2485,12/17/2016,35
2486,12/19/2016,439
2487,12/20/2016,313
2488,12/21/2016,311
2489,12/22/2016,328
2490,12/23/2016,259
2491,12/26/2016,87
2492,12/27/2016,376
2493,12/28/2016,377
2494,12/29/2016,350
2495,12/30/2016,338
2496,12/31/2016,72
2497,01/02/2017,107
2498,01/03/2017,357
2499,01/04/2017,275
2500,01/05/2017,331
2501,01/06/2017,319
2502,01/07/2017,40
2503,01/09/2017,352
2504,01/10/2017,271
2505,01/11/2017,268
2506,01/12/2017,299
2507,01/13/2017,314
2508,01/14/2017,37
2509,01/16/2017,311
2510,01/17/2017,254
2511,01/18/2017,315
2512,01/19/2017,258
2513,01/20/2017,260
2514,01/21/2017,29
2515,01/23/2017,348
2516,01/24/2017,295
2517,01/25/2017,241
2518,01/26/2017,285
2519,01/27/2017,293
2520,01/28/2017,66
2521,01/30/2017,339
2522,01/31/2017,266
2523,02/01/2017,285
2524,02/02/2017,240
2525,02/03/2017,319
2526,02/04/2017,54
2527,02/06/2017,385
2528,02/07/2017,274
2529,02/08/2017,239
2530,02/09/2017,290
2531,02/10/2017,330
2532,02/11/2017,26
2533,02/13/2017,349
2534,02/14/2017,314
2535,02/15/2017,257
2536,02/16/2017,288
2537,02/17/2017,294
2538,02/18/2017,45
2539,02/20/2017,349
2540,02/21/2017,306
2541,02/22/2017,272
2542,02/23/2017,305
2543,02/24/2017,242
2544,02/25/2017,60
2545,02/27/2017,355
2546,02/28/2017,277
2547,03/01/2017,297
2548,03/02/2017,298
2549,03/03/2017,297
2550,03/04/2017,26
2551,03/06/2017,347
2552,03/07/2017,256
2553,03/08/2017,308
2554,03/09/2017,282
2555,03/10/2017,318
2556,03/11/2017,61
2557,03/13/2017,371
2558,03/14/2017,285
2559,03/15/2017,258
2560,03/16/2017,285
2561,03/17/2017,254
2562,03/18/2017,46
2563,03/20/2017,306
2564,03/21/2017,298
2565,03/22/2017,254
2566,03/23/2017,259
2567,03/24/2017,304
2568,03/25/2017,40
2569,03/26/2017,2
2570,03/27/2017,349
2571,03/28/2017,271
2572,03/29/2017,263
2573,03/30/2017,294
2574,03/31/2017,300
2575,04/01/2017,63
2576,04/03/2017,311
2577,04/04/2017,286
2578,04/05/2017,301
2579,04/06/2017,265
2580,04/07/2017,263
2581,04/08/2017,26
2582,04/10/2017,339
2583,04/11/2017,305
2584,04/12/2017,252
2585,04/13/2017,260
2586,04/14/2017,265
2587,04/15/2017,31
2588,04/17/2017,391
2589,04/18/2017,253
2590,04/19/2017,283
2591,04/20/2017,268
2592,04/21/2017,290
2593,04/22/2017,28
2594,04/24/2017,327
2595,04/25/2017,268
2596,04/26/2017,249
2597,04/27/2017,250
2598,04/28/2017,287
2599,04/29/2017,47
2600,05/01/2017,323
2601,05/02/2017,314
2602,05/03/2017,286
2603,05/04/2017,270
2604,05/05/2017,314
2605,05/06/2017,32
2606,05/07/2017,6
2607,05/08/2017,306
2608,05/09/2017,284
2609,05/10/2017,253
2610,05/11/2017,279
2611,05/12/2017,272
2612,05/13/2017,51
2613,05/15/2017,367
2614,05/16/2017,244
2615,05/17/2017,283
2616,05/18/2017,267
2617,05/19/2017,279
2618,05/20/2017,44
2619,05/22/2017,362
2620,05/23/2017,256
2621,05/24/2017,304
2622,05/25/2017,291
2623,05/26/2017,319
2624,05/27/2017,47
2625,05/28/2017,4
2626,05/30/2017,459
2627,05/31/2017,325
2628,06/01/2017,313
2629,06/02/2017,317
2630,06/03/2017,32
2631,06/05/2017,382
2632,06/06/2017,286
2633,06/07/2017,282
2634,06/08/2017,319
2635,06/09/2017,270
2636,06/10/2017,51
2637,06/12/2017,293
2638,06/13/2017,286
2639,06/14/2017,250
2640,06/15/2017,250
2641,06/16/2017,223
2642,06/17/2017,42
2643,06/19/2017,365
2644,06/20/2017,246
2645,06/21/2017,272
2646,06/22/2017,267
2647,06/23/2017,272
2648,06/24/2017,37
2649,06/26/2017,371
2650,06/27/2017,222
2651,06/28/2017,299
2652,06/29/2017,297
2653,06/30/2017,290
2654,07/01/2017,72
2655,07/03/2017,290
2656,07/05/2017,316
2657,07/06/2017,293
2658,07/07/2017,255
2659,07/08/2017,42
2660,07/10/2017,139
2661,07/11/2017,199
2662,07/12/2017,197
2663,07/13/2017,206
2664,07/14/2017,280
2665,07/15/2017,57
2666,07/17/2017,250
2667,07/18/2017,223
2668,07/19/2017,224
2669,07/20/2017,175
2670,07/21/2017,243
2671,07/22/2017,50
2672,07/24/2017,187
2673,07/25/2017,192
2674,07/26/2017,229
2675,07/27/2017,209
2676,07/28/2017,311
2677,07/29/2017,62
2678,07/31/2017,234
2679,08/01/2017,212
2680,08/02/2017,242
2681,08/03/2017,230
2682,08/04/2017,254
2683,08/05/2017,66
2684,08/07/2017,178
2685,08/08/2017,218
2686,08/09/2017,187
2687,08/10/2017,219
2688,08/11/2017,250
2689,08/12/2017,74
2690,08/14/2017,174
2691,08/15/2017,214
2692,08/16/2017,196
2693,08/17/2017,227
2694,08/18/2017,243
2695,08/19/2017,55
2696,08/21/2017,219
2697,08/22/2017,216
2698,08/23/2017,201
2699,08/24/2017,202
2700,08/25/2017,212
2701,08/26/2017,64
2702,08/28/2017,216
2703,08/29/2017,210
2704,08/30/2017,227
2705,08/31/2017,248
2706,09/01/2017,330
2707,09/02/2017,74
2708,09/05/2017,230
2709,09/06/2017,234
2710,09/07/2017,219
2711,09/08/2017,261
2712,09/09/2017,56
2713,09/11/2017,232
2714,09/12/2017,266
2715,09/13/2017,238
2716,09/14/2017,215
2717,09/15/2017,249
2718,09/16/2017,37
2719,09/18/2017,188
2720,09/19/2017,218
2721,09/20/2017,211
2722,09/21/2017,215
2723,09/22/2017,247
2724,09/23/2017,67
2725,09/25/2017,208
2726,09/26/2017,234
2727,09/27/2017,209
2728,09/28/2017,237
2729,09/29/2017,281
2730,09/30/2017,49
2731,10/02/2017,234
2732,10/03/2017,221
2733,10/04/2017,235
2734,10/05/2017,192
2735,10/06/2017,318
2736,10/07/2017,66
2737,10/09/2017,244
2738,10/10/2017,189
2739,10/11/2017,225
2740,10/12/2017,253
2741,10/13/2017,238
2742,10/14/2017,49
2743,10/16/2017,247
2744,10/17/2017,228
2745,10/18/2017,228
2746,10/19/2017,238
2747,10/20/2017,295
2748,10/21/2017,35
2749,10/23/2017,226
2750,10/24/2017,261
2751,10/25/2017,225
2752,10/26/2017,204
2753,10/27/2017,209
2754,10/28/2017,69
2755,10/30/2017,226
2756,10/31/2017,219
2757,11/01/2017,226
2758,11/02/2017,215
2759,11/03/2017,235
2760,11/04/2017,68
2761,11/06/2017,234
2762,11/07/2017,245
2763,11/08/2017,188
2764,11/09/2017,219
2765,11/10/2017,296
2766,11/11/2017,76
2767,11/13/2017,219
2768,11/14/2017,222
2769,11/15/2017,182
2770,11/16/2017,198
2771,11/17/2017,304
2772,11/18/2017,44
2773,11/20/2017,227
2774,11/21/2017,269
2775,11/22/2017,307
2776,11/24/2017,211
2777,11/25/2017,60
2778,11/27/2017,223
2779,11/28/2017,213
2780,11/29/2017,263
2781,11/30/2017,246
2782,12/01/2017,438
2783,12/02/2017,135
2784,12/04/2017,308
2785,12/05/2017,348
2786,12/06/2017,363
2787,12/07/2017,285
2788,12/08/2017,368
2789,12/09/2017,89
2790,12/11/2017,280
2791,12/12/2017,298
2792,12/13/2017,320
2793,12/14/2017,352
2794,12/15/2017,382
2795,12/16/2017,95
2796,12/18/2017,350
2797,12/19/2017,341
2798,12/20/2017,295
2799,12/21/2017,341
2800,12/22/2017,399
2801,12/23/2017,110
2802,12/26/2017,273
2803,12/27/2017,358
2804,12/28/2017,331
2805,12/29/2017,475
2806,12/30/2017,135
2807,01/02/2018,404
2808,01/03/2018,366
2809,01/04/2018,364
2810,01/05/2018,390
2811,01/06/2018,99
2812,01/08/2018,322
2813,01/09/2018,325
2814,01/10/2018,330
2815,01/11/2018,297
2816,01/12/2018,365
2817,01/13/2018,74
2818,01/15/2018,273
2819,01/16/2018,328
2820,01/17/2018,315
2821,01/18/2018,330
2822,01/19/2018,408
2823,01/20/2018,121
2824,01/22/2018,218
2825,01/23/2018,216
2826,01/24/2018,345
2827,01/25/2018,358
2828,01/26/2018,366
2829,01/27/2018,106
2830,01/29/2018,291
2831,01/30/2018,357
2832,01/31/2018,270
2833,02/01/2018,361
2834,02/02/2018,405
2835,02/03/2018,117
2836,02/05/2018,293
2837,02/06/2018,374
2838,02/07/2018,283
2839,02/08/2018,322
2840,02/09/2018,361
2841,02/10/2018,88
2842,02/12/2018,315
2843,02/13/2018,321
2844,02/14/2018,264
2845,02/15/2018,292
2846,02/16/2018,375
2847,02/17/2018,76
2848,02/19/2018,288
2849,02/20/2018,316
2850,02/21/2018,374
2851,02/22/2018,360
2852,02/23/2018,263
2853,02/24/2018,98
2854,02/26/2018,297
2855,02/27/2018,319
2856,02/28/2018,341
2857,03/01/2018,357
2858,03/02/2018,420
2859,03/03/2018,104
2860,03/05/2018,317
2861,03/06/2018,304
2862,03/07/2018,317
2863,03/08/2018,327
2864,03/09/2018,384
2865,03/10/2018,98
2866,03/12/2018,310
2867,03/13/2018,283
2868,03/14/2018,253
2869,03/15/2018,276
2870,03/16/2018,370
2871,03/17/2018,53
2872,03/19/2018,308
2873,03/20/2018,297
2874,03/21/2018,254
2875,03/22/2018,292
2876,03/23/2018,351
2877,03/24/2018,90
2878,03/26/2018,304
2879,03/27/2018,331
2880,03/28/2018,252
2881,03/29/2018,279
2882,03/30/2018,348
2883,03/31/2018,98
2884,04/02/2018,335
2885,04/03/2018,301
2886,04/04/2018,341
2887,04/05/2018,373
2888,04/06/2018,359
2889,04/07/2018,105
2890,04/09/2018,289
2891,04/10/2018,329
2892,04/11/2018,314
2893,04/12/2018,314
2894,04/13/2018,339
2895,04/14/2018,51
2896,04/16/2018,363
2897,04/17/2018,303
2898,04/18/2018,247
2899,04/19/2018,287
2900,04/20/2018,315
2901,04/21/2018,74
2902,04/23/2018,348
2903,04/24/2018,324
2904,04/25/2018,321
2905,04/26/2018,260
2906,04/27/2018,312
2907,04/28/2018,146
2908,04/30/2018,267
2909,05/01/2018,390
2910,05/02/2018,301
2911,05/03/2018,321
2912,05/04/2018,318
2913,05/05/2018,88
2914,05/07/2018,277
2915,05/08/2018,322
2916,05/09/2018,326
2917,05/10/2018,313
2918,05/11/2018,362
2919,05/12/2018,95
2920,05/14/2018,317
2921,05/15/2018,294
2922,05/16/2018,308
2923,05/17/2018,271
2924,05/18/2018,278
2925,05/19/2018,78
2926,05/21/2018,295
2927,05/22/2018,320
2928,05/23/2018,335
2929,05/24/2018,320
2930,05/25/2018,358
2931,05/26/2018,127
2932,05/28/2018,1
2933,05/29/2018,330
2934,05/30/2018,285
2935,05/31/2018,339
